m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Валентина,Никоненко,valentyna.nykonenko20@student.org,1957,5,20,KNI-55,29,47,38(096)88-60-746
Сергій,Ткаченко,serhiy.tkachenko38@student.org,1991,4,10,DZQ-44,29,47,38(066)60-53-992
Віктор,Стельмах,viktor.stelmakh52@student.org,1956,7,15,OAG-24,29,46,38(095)99-44-862
Світлана,Цимбал,svitlana.tsymbal13@student.org,2002,3,20,GPT-86,29,47,38(073)79-15-472
Віктор,Василенко,viktor.vasylenko8@student.org,2009,2,18,YFH-71,29,48,38(073)44-63-140
Анна,Демченко,anna.demchenko12@student.org,2006,4,30,GOT-74,29,48,38(063)77-31-169
Олеся,Михайленко,olesya.mykhaylenko23@student.org,1977,1,8,LJF-34,29,47,38(068)58-89-187
Людмила,Марченко,lyudmyla.marchenko35@student.org,2001,3,23,VOY-11,29,48,38(063)55-38-353
Валентина,Козлов,valentyna.kozlov25@student.org,1981,11,3,SEV-24,29,48,38(050)20-37-973
Сергій,Романенко,serhiy.romanenko28@student.org,1971,3,26,KBP-62,29,47,38(073)56-56-129
Людмила,Гордієнко,lyudmyla.hordiyenko38@student.org,1960,3,26,HAH-39,29,48,38(096)53-27-342
Галина,Гриценко,halyna.hrytsenko46@student.org,1983,5,25,XSK-65,29,47,38(096)98-75-215
Ярослав,Шаповал,yaroslav.shapoval19@student.org,1980,12,10,FGC-14,29,48,38(050)95-79-710
Костянтин,Лисенко,kostyantyn.lysenko26@student.org,1995,1,25,GVU-65,29,49,38(099)67-82-661
Роман,Кузьменко,roman.kuzmenko64@student.org,1986,8,1,WGM-82,29,49,38(093)64-26-654
Надія,Ткаченко,nadiya.tkachenko3@student.org,1999,4,16,COK-52,29,49,38(050)36-29-420
Максим,Цимбал,maksym.tsymbal4@student.org,1963,3,4,XYY-18,29,50,38(067)85-63-745
Григорій,Савченко,hryhoriy.savchenko14@student.org,1986,11,4,NQV-51,29,49,38(097)47-94-542
Олександр,Романенко,oleksandr.romanenko15@student.org,1987,4,1,LCU-65,29,50,38(097)98-77-368
Григорій,Скрипка,hryhoriy.skrypka33@student.org,1975,3,30,GDS-92,29,50,38(096)60-89-969
Анна,Гриценко,anna.hrytsenko25@student.org,1972,9,6,SIH-56,29,50,38(066)69-83-841
Павло,Козлов,pavlo.kozlov30@student.org,1975,4,22,NAM-86,29,49,38(063)14-42-462
Раїса,Рибак,rayisa.rybak5@student.org,1957,6,26,YQR-91,29,51,38(067)89-84-765
Дмитро,Кравченко,dmytro.kravchenko5@student.org,1950,11,13,WPJ-81,29,51,38(093)57-70-468
Ярослав,Дорошенко,yaroslav.doroshenko5@student.org,1972,12,6,BMN-48,29,51,38(073)81-94-629
Людмила,Павленко,lyudmyla.pavlenko16@student.org,2003,2,21,HUM-25,29,51,38(063)38-66-748
Юрій,Кравченко,yuriy.kravchenko13@student.org,2002,11,17,LEV-52,29,51,38(067)57-85-828
Надія,Авраменко,nadiya.avramenko15@student.org,1954,1,7,KVM-65,29,51,38(095)91-96-903
Любов,Гайдук,lyubov.hayduk26@student.org,1953,8,23,MPD-98,29,51,38(093)73-75-797
Галина,Мельник,halyna.melnyk24@student.org,1976,7,12,VSF-77,29,50,38(066)52-72-554
Сергій,Гордієнко,serhiy.hordiyenko32@student.org,1980,7,6,RWC-39,29,51,38(097)36-12-266
Петро,Гриценко,petro.hrytsenko24@student.org,1997,10,12,CPL-35,29,51,38(067)83-59-750
Лілія,Кузьменко,liliya.kuzmenko43@student.org,2001,11,19,MVR-17,29,51,38(066)75-25-734
Галина,Рибак,halyna.rybak5@student.org,2003,6,9,BLU-80,29,52,38(068)66-93-105
Інна,Мельник,inna.melnyk8@student.org,1982,2,5,EHZ-91,29,52,38(098)85-26-933
Ірина,Макаренко,iryna.makarenko6@student.org,1976,7,16,WBI-63,29,52,38(098)65-87-893
Роман,Цимбал,roman.tsymbal25@student.org,1975,12,3,XIS-37,29,52,38(099)18-12-136
Катерина,Ткаченко,kateryna.tkachenko12@student.org,1975,4,8,ZMH-93,29,52,38(050)43-47-553
Федір,Павленко,fedir.pavlenko15@student.org,1999,4,24,FGT-84,29,52,38(067)44-60-150
Вера,Рибак,vera.rybak16@student.org,1963,1,10,HLN-95,29,51,38(099)57-32-642
Юлія,Лебедь,yuliya.lebed27@student.org,1956,4,29,TXP-21,29,52,38(050)43-25-575
Олеся,Ткаченко,olesya.tkachenko30@student.org,1975,8,1,WFD-74,29,51,38(093)44-67-414
Олександр,Костенко,oleksandr.kostenko32@student.org,1966,7,12,STL-99,29,52,38(096)34-23-326
Федір,Гайдук,fedir.hayduk36@student.org,1973,3,15,GUL-62,29,52,38(098)56-49-100
Наталія,Шевченко,nataliya.shevchenko33@student.org,1977,2,23,NNS-51,29,51,38(095)25-32-765
Наталія,Демченко,nataliya.demchenko49@student.org,2007,2,21,GAY-11,29,51,38(097)25-73-633
Богдан,Лисенко,bohdan.lysenko38@student.org,1969,2,1,BFQ-81,29,52,38(099)81-77-793
Максим,Демченко,maksym.demchenko8@student.org,1963,8,24,PQC-85,29,53,38(063)15-40-456
Оксана,Коваленко,oksana.kovalenko22@student.org,1971,12,10,NOP-58,29,53,38(066)66-80-208
Володимир,Коваленко,volodymyr.kovalenko35@student.org,1955,4,23,REF-72,29,53,38(073)99-54-478
Галина,Лебедь,halyna.lebed29@student.org,1971,4,26,JMA-58,29,53,38(097)82-93-913
Богдан,Марченко,bohdan.marchenko3@student.org,1977,11,12,ZQM-99,29,53,38(073)40-29-431
Лілія,Лисенко,liliya.lysenko3@student.org,1965,9,29,JTH-11,29,53,38(073)20-12-838
Артем,Коваленко,artem.kovalenko11@student.org,1954,1,31,OVB-12,29,54,38(067)72-83-803
Алла,Костенко,alla.kostenko10@student.org,1966,7,12,CVQ-94,29,54,38(093)13-67-218
Вікторія,Руденко,viktoriya.rudenko13@student.org,1953,8,16,GVU-65,29,54,38(098)63-18-176
Лілія,Омельченко,liliya.omelchenko12@student.org,1994,3,16,AZM-57,29,53,38(098)11-80-876
Ірина,Ковальчук,iryna.kovalchuk28@student.org,1976,11,16,KSW-61,29,53,38(096)32-85-215
Анна,Новік,anna.novik18@student.org,1958,5,28,YBK-86,29,54,38(066)42-47-145
Остап,Лебедь,ostap.lebed27@student.org,1960,6,10,RVS-74,29,53,38(093)94-91-429
Павло,Василенко,pavlo.vasylenko23@student.org,1968,3,12,DNN-30,29,53,38(066)43-45-626
Тетяна,Гриценко,tetyana.hrytsenko31@student.org,1970,3,19,EHL-32,29,53,38(073)87-40-373
Тарас,Шаповал,taras.shapoval31@student.org,1984,5,2,XTS-31,29,53,38(067)50-37-381
Любов,Бойко,lyubov.boyko39@student.org,1958,9,23,TQU-90,29,54,38(066)43-72-944
Володимир,Кузьменко,volodymyr.kuzmenko10@student.org,1999,8,18,ZPW-77,29,55,38(095)26-50-268
Євгенія,Кузьменко,yevheniya.kuzmenko6@student.org,1989,4,20,ZJY-82,29,55,38(098)48-47-630
Вікторія,Скрипка,viktoriya.skrypka9@student.org,1993,10,1,AKF-35,29,54,38(099)77-84-814
Інна,Павленко,inna.pavlenko13@student.org,2002,1,24,DYW-54,29,54,38(073)86-96-479
Петро,Петренко,petro.petrenko12@student.org,1959,11,23,PGT-58,29,54,38(066)37-47-999
Лілія,Коваль,liliya.koval17@student.org,1978,1,17,GZB-82,29,55,38(095)14-71-936
Роман,Лисенко,roman.lysenko24@student.org,1996,11,3,DEI-36,29,55,38(063)36-10-442
Ігор,Бойко,ihor.boyko18@student.org,1954,10,9,FWS-27,29,55,38(067)56-38-725
Сергій,Бойко,serhiy.boyko15@student.org,1959,9,1,GRY-60,29,54,38(093)65-61-852
Євгенія,Гриценко,yevheniya.hrytsenko24@student.org,2005,12,4,MYH-65,29,54,38(098)70-40-302
Федір,Литвин,fedir.lytvyn14@student.org,1961,5,27,WGX-93,29,55,38(099)99-45-443
Артем,Шаповал,artem.shapoval35@student.org,2000,10,15,JPD-79,29,55,38(097)61-74-872
Тетяна,Цимбал,tetyana.tsymbal34@student.org,1966,3,31,OJP-17,29,54,38(097)43-42-327
Григорій,Макаренко,hryhoriy.makarenko34@student.org,2000,1,3,HCX-10,29,55,38(050)73-24-981
Станіслав,Дорошенко,stanislav.doroshenko@student.org,1996,1,25,KIW-53,29,56,38(095)37-54-510
Тетяна,Лебедь,tetyana.lebed1@student.org,1969,11,15,GIP-79,29,55,38(099)86-67-438
Ярослав,Ткаченко,yaroslav.tkachenko4@student.org,1996,9,3,GLZ-13,29,55,38(066)76-75-854
Дмитро,Козлов,dmytro.kozlov2@student.org,1987,1,27,MGA-91,29,55,38(099)20-48-277
Роман,Козлов,roman.kozlov30@student.org,1988,1,23,IDO-30,29,55,38(066)57-84-971
Олеся,Лисенко,olesya.lysenko25@student.org,2010,4,30,JUR-49,29,55,38(097)16-72-945
Іван,Михайленко,ivan.mykhaylenko19@student.org,1960,8,30,WXL-73,29,55,38(099)71-24-146
Олександр,Гладко,oleksandr.hladko32@student.org,1957,10,9,MIO-98,29,56,38(099)73-87-248
Дмитро,Авраменко,dmytro.avramenko19@student.org,2002,4,14,ICV-97,29,55,38(093)30-99-729
Григорій,Павленко,hryhoriy.pavlenko26@student.org,1951,8,18,TJB-64,29,55,38(093)29-48-182
Вера,Никоненко,vera.nykonenko30@student.org,1966,5,18,NPR-56,29,56,38(098)34-47-678
Богдан,Шевчук,bohdan.shevchuk32@student.org,2010,1,1,ZBK-41,29,56,38(098)31-25-899
Галина,Іваненко,halyna.ivanenko4@student.org,1977,11,1,WSR-96,29,57,38(063)68-34-947
Володимир,Литвин,volodymyr.lytvyn9@student.org,1995,6,26,AGO-30,29,56,38(066)48-93-877
Ярослав,Марченко,yaroslav.marchenko10@student.org,2005,8,23,ACA-81,29,57,38(050)62-96-872
Лілія,Василенко,liliya.vasylenko8@student.org,1952,5,13,MZZ-41,29,56,38(093)57-35-728
Валентина,Ткаченко,valentyna.tkachenko12@student.org,2005,8,7,LVB-79,29,57,38(068)93-20-298
Сергій,Лебедь,serhiy.lebed33@student.org,1972,12,13,SNJ-12,29,57,38(068)73-38-528
Валентина,Коваль,valentyna.koval31@student.org,2002,8,30,WOJ-61,29,57,38(096)80-24-356
Віталій,Литвин,vitaliy.lytvyn35@student.org,1960,6,28,QTB-98,29,57,38(097)38-33-228
Артем,Білоус,artem.bilous38@student.org,1951,11,1,OUX-72,29,57,38(097)90-23-271
Михайло,Гончаренко,mykhaylo.honcharenko38@student.org,1987,1,19,FYL-81,29,57,38(066)46-90-586
Лілія,Коваленко,liliya.kovalenko3@student.org,1966,9,17,DRJ-51,29,58,38(067)39-27-395
Валентина,Стельмах,valentyna.stelmakh5@student.org,1950,3,5,LNX-88,29,57,38(093)70-51-716
Віктор,Василенко,viktor.vasylenko12@student.org,2001,9,27,YVT-46,29,58,38(093)89-71-156
Петро,Василенко,petro.vasylenko28@student.org,2003,4,18,EVC-88,29,57,38(099)82-80-907
Григорій,Шевчук,hryhoriy.shevchuk21@student.org,2006,5,17,XQK-47,29,57,38(098)10-31-105
Тарас,Лебедь,taras.lebed26@student.org,1951,3,11,EYU-68,29,58,38(095)19-57-662
Вікторія,Литвин,viktoriya.lytvyn23@student.org,1962,7,22,RDK-66,29,57,38(050)40-38-966
Тетяна,Макаренко,tetyana.makarenko36@student.org,1969,11,8,YDU-80,29,57,38(066)46-12-261
Артем,Король,artem.korol39@student.org,1999,10,27,JKV-67,29,58,38(067)98-94-541
Андрій,Макаренко,andriy.makarenko33@student.org,1953,10,10,QST-29,29,57,38(063)75-96-912
Григорій,Макаренко,hryhoriy.makarenko1@student.org,2006,10,12,MFJ-28,29,59,38(097)87-11-983
Юрій,Білоус,yuriy.bilous1@student.org,1996,7,7,JXA-39,29,58,38(068)62-98-253
Василь,Шевченко,vasyl.shevchenko9@student.org,1986,3,31,VGZ-53,29,59,38(063)92-84-973
Дмитро,Макаренко,dmytro.makarenko17@student.org,1963,4,18,CLS-23,29,58,38(097)19-49-695
Костянтин,Кузьменко,kostyantyn.kuzmenko29@student.org,1968,1,6,VMS-20,29,58,38(095)41-69-112
Роман,Ковальчук,roman.kovalchuk46@student.org,1992,4,23,UVC-75,29,59,38(097)44-59-321
Андрій,Левченко,andriy.levchenko25@student.org,1970,7,2,UQW-56,29,58,38(066)50-44-270
Павло,Гончаренко,pavlo.honcharenko30@student.org,1968,9,3,YPH-18,29,59,38(067)33-45-268
Наталія,Цимбал,nataliya.tsymbal28@student.org,1965,8,5,XKB-28,29,58,38(096)52-69-595
Юрій,Гончаренко,yuriy.honcharenko30@student.org,1978,5,17,RDF-13,29,59,38(050)29-45-700
Євгенія,Зайцев,yevheniya.zaytsev34@student.org,1980,1,5,OJW-11,29,58,38(063)51-79-371
Олеся,Білоус,olesya.bilous44@student.org,1965,9,11,TOZ-23,29,58,38(099)73-25-728
Богдан,Зайцев,bohdan.zaytsev8@student.org,2005,8,24,YSI-19,29,60,38(095)21-33-649
Станіслав,Коваль,stanislav.koval14@student.org,1969,2,24,UTB-40,29,60,38(099)66-83-558
Любов,Макаренко,lyubov.makarenko25@student.org,1959,9,25,AKJ-64,29,60,38(093)98-33-303
Григорій,Зайцев,hryhoriy.zaytsev20@student.org,1961,9,14,SUQ-50,29,60,38(093)93-67-803
Іван,Руденко,ivan.rudenko43@student.org,1963,2,19,ITX-35,29,59,38(095)54-42-122
Галина,Стельмах,halyna.stelmakh29@student.org,1972,11,22,FHA-37,29,60,38(066)53-89-711
Вікторія,Литвин,viktoriya.lytvyn6@student.org,2005,5,2,NLV-85,29,61,38(095)76-34-268
Федір,Михайленко,fedir.mykhaylenko11@student.org,2005,10,17,TFG-96,29,61,38(097)61-72-551
Роман,Шевченко,roman.shevchenko27@student.org,1958,1,1,YWY-26,29,60,38(067)12-10-866
Вера,Костенко,vera.kostenko12@student.org,1967,3,5,XTI-74,29,60,38(067)70-41-646
Любов,Король,lyubov.korol25@student.org,1964,3,5,FXS-93,29,61,38(063)42-40-819
Ірина,Гайдук,iryna.hayduk17@student.org,1963,3,19,XDN-81,29,61,38(095)28-98-255
Остап,Омельченко,ostap.omelchenko24@student.org,2008,11,27,JNT-77,29,60,38(063)16-40-875
Сергій,Білоус,serhiy.bilous19@student.org,1963,12,8,MGT-99,29,61,38(099)11-32-244
Дмитро,Дорошенко,dmytro.doroshenko33@student.org,1980,3,29,TJO-38,29,60,38(063)90-26-355
Григорій,Гриценко,hryhoriy.hrytsenko47@student.org,1953,11,28,BUD-55,29,61,38(095)26-79-825
Остап,Цимбал,ostap.tsymbal38@student.org,1975,9,13,VDE-45,29,60,38(099)13-61-958
Максим,Новік,maksym.novik8@student.org,2002,9,17,KCR-13,29,62,38(099)33-49-654
Вікторія,Захарченко,viktoriya.zakharchenko20@student.org,1966,11,7,RWB-77,29,62,38(098)86-77-130
Людмила,Козлов,lyudmyla.kozlov20@student.org,1971,12,31,NZA-50,29,61,38(067)58-57-599
Ярослав,Романенко,yaroslav.romanenko19@student.org,1960,2,10,BPE-62,29,61,38(097)79-94-192
Тетяна,Скрипка,tetyana.skrypka16@student.org,1961,3,16,PIM-68,29,62,38(099)37-71-554
Костянтин,Коваленко,kostyantyn.kovalenko20@student.org,2005,10,26,SQA-97,29,62,38(066)91-21-439
Ігор,Король,ihor.korol22@student.org,1951,4,9,VGE-70,29,61,38(097)23-86-472
Олена,Білоус,olena.bilous33@student.org,1988,12,1,WSM-21,29,61,38(067)89-48-195
Юрій,Макаренко,yuriy.makarenko37@student.org,1979,8,14,RJN-57,29,61,38(063)70-84-347
Григорій,Марченко,hryhoriy.marchenko33@student.org,1984,3,27,KYR-44,29,62,38(067)98-67-682
Денис,Бойко,denys.boyko4@student.org,2009,5,23,QSE-66,29,62,38(095)20-42-694
Петро,Кравченко,petro.kravchenko7@student.org,2005,10,4,PWQ-70,29,62,38(063)60-53-464
Віктор,Ткаченко,viktor.tkachenko15@student.org,1963,11,8,AKZ-49,29,62,38(097)99-87-203
Андрій,Левченко,andriy.levchenko18@student.org,2000,2,3,AIY-82,29,63,38(073)82-74-845
Ірина,Костенко,iryna.kostenko22@student.org,1953,7,26,UAP-67,29,62,38(068)63-76-915
Станіслав,Гончаренко,stanislav.honcharenko29@student.org,2007,4,22,EDM-79,29,62,38(068)75-63-243
Сергій,Авраменко,serhiy.avramenko23@student.org,1965,9,27,LAA-92,29,62,38(098)70-97-232
Лілія,Шаповал,liliya.shapoval33@student.org,1996,12,10,LQU-51,29,62,38(068)68-77-797
Тарас,Рибак,taras.rybak3@student.org,1986,1,24,RQV-53,29,64,38(098)27-48-735
Юлія,Михайленко,yuliya.mykhaylenko3@student.org,1996,12,23,ZKX-53,29,64,38(097)61-69-694
Денис,Бойко,denys.boyko6@student.org,1994,10,20,FHR-20,29,63,38(099)59-57-562
Юлія,Зайцев,yuliya.zaytsev16@student.org,1979,7,18,HDO-12,29,64,38(099)81-90-285
Віталій,Гончаренко,vitaliy.honcharenko29@student.org,2006,10,23,ZBI-49,29,64,38(096)89-17-527
Денис,Кравченко,denys.kravchenko27@student.org,1989,11,24,KZK-68,29,64,38(066)72-82-489
Євгенія,Коваль,yevheniya.koval28@student.org,1966,11,5,KBI-65,29,63,38(095)16-79-717
Раїса,Шевчук,rayisa.shevchuk12@student.org,1962,11,4,FCI-21,29,65,38(096)63-30-672
Ігор,Никоненко,ihor.nykonenko15@student.org,1959,3,10,VTD-10,29,65,38(073)34-27-933
Володимир,Панченко,volodymyr.panchenko25@student.org,2007,1,24,UFU-44,29,65,38(068)92-60-805
Євгенія,Козлов,yevheniya.kozlov28@student.org,1995,7,7,XBW-93,29,65,38(073)68-29-164
Роман,Поліщук,roman.polishchuk58@student.org,1967,6,8,PWS-37,29,65,38(066)35-84-314
Віктор,Романенко,viktor.romanenko32@student.org,1974,8,2,EPU-92,29,65,38(099)17-38-396
Тетяна,Гриценко,tetyana.hrytsenko25@student.org,1971,11,15,EKH-95,29,65,38(066)34-94-114
Іван,Поліщук,ivan.polishchuk34@student.org,1996,11,28,XEU-77,29,65,38(066)66-42-560
Євгенія,Шевчук,yevheniya.shevchuk29@student.org,1995,3,11,UYF-54,29,65,38(050)59-86-455
Євгенія,Поліщук,yevheniya.polishchuk46@student.org,1994,7,22,IFE-11,29,64,38(098)71-29-608
Петро,Василенко,petro.vasylenko11@student.org,1998,4,18,DJW-19,29,65,38(068)40-70-956
Максим,Павленко,maksym.pavlenko14@student.org,1967,12,14,BKI-52,29,65,38(063)90-38-195
Роман,Мельник,roman.melnyk34@student.org,1983,6,6,VWX-33,29,66,38(098)59-98-947
Людмила,Ковальчук,lyudmyla.kovalchuk26@student.org,1993,6,16,YFH-71,29,65,38(096)44-19-190
Валентина,Гончаренко,valentyna.honcharenko28@student.org,1962,7,31,HOO-47,29,65,38(073)38-61-198
Павло,Зайцев,pavlo.zaytsev42@student.org,1999,9,11,HYB-83,29,66,38(073)10-59-230
Надія,Никоненко,nadiya.nykonenko3@student.org,1989,10,24,NBS-98,29,67,38(098)97-85-939
Костянтин,Стельмах,kostyantyn.stelmakh14@student.org,1993,4,26,NOB-60,29,66,38(095)77-10-266
Інна,Коваль,inna.koval23@student.org,1961,11,8,AWK-54,29,67,38(050)17-71-494
Вікторія,Поліщук,viktoriya.polishchuk21@student.org,1975,12,27,UKE-75,29,66,38(096)65-53-291
Костянтин,Бойко,kostyantyn.boyko20@student.org,1987,12,13,YGT-43,29,66,38(067)54-21-443
Сергій,Цимбал,serhiy.tsymbal22@student.org,1952,11,19,GDP-35,29,67,38(096)99-55-480
Світлана,Лисенко,svitlana.lysenko19@student.org,1985,5,6,OYN-14,29,66,38(095)58-78-567
Алла,Шаповал,alla.shapoval22@student.org,1966,7,15,RVT-71,29,67,38(067)29-15-709
Федір,Скрипка,fedir.skrypka23@student.org,1967,6,28,IWI-27,29,66,38(096)90-40-111
Сергій,Омельченко,serhiy.omelchenko36@student.org,1983,5,15,LHR-48,29,67,38(095)22-20-499
Анна,Зайцев,anna.zaytsev35@student.org,1958,9,5,BXO-83,29,66,38(096)52-61-714
Валентина,Савченко,valentyna.savchenko4@student.org,1952,2,23,QYZ-31,29,67,38(050)24-21-357
Іван,Гладко,ivan.hladko12@student.org,1987,4,29,UAN-76,29,68,38(073)41-79-129
Василь,Павленко,vasyl.pavlenko8@student.org,1982,8,15,EVE-77,29,68,38(099)11-78-681
Ярослав,Павленко,yaroslav.pavlenko11@student.org,1991,11,26,ACA-81,29,68,38(093)26-42-165
Олеся,Шевчук,olesya.shevchuk14@student.org,1955,9,24,QGM-51,29,67,38(066)32-33-524
Анна,Поліщук,anna.polishchuk19@student.org,1982,6,15,GLZ-13,29,68,38(063)29-27-882
Роман,Бойко,roman.boyko66@student.org,1997,11,12,NBS-98,29,68,38(093)40-70-987
Володимир,Ткаченко,volodymyr.tkachenko23@student.org,1968,4,11,LAK-41,29,67,38(097)97-28-327
Лілія,Петренко,liliya.petrenko36@student.org,1972,3,5,URU-53,29,67,38(095)31-81-631
Віктор,Бойко,viktor.boyko32@student.org,1950,11,22,VWU-51,29,68,38(063)18-85-126
Вера,Макаренко,vera.makarenko32@student.org,1999,10,5,SHR-81,29,68,38(066)43-95-660
Остап,Король,ostap.korol34@student.org,1990,6,13,NYA-72,29,68,38(095)77-49-777
Тетяна,Цимбал,tetyana.tsymbal@student.org,1968,2,22,GOA-66,29,69,38(098)21-89-857
Федір,Новік,fedir.novik@student.org,1986,7,25,DYS-79,29,68,38(066)40-25-679
Василь,Цимбал,vasyl.tsymbal1@student.org,1979,7,24,JFX-85,29,68,38(099)86-86-760
Марія,Романенко,mariya.romanenko2@student.org,1999,9,29,SKG-79,29,68,38(067)68-28-815
Євгенія,Шевченко,yevheniya.shevchenko2@student.org,1968,2,28,UVH-92,29,68,38(067)67-36-558
Григорій,Демченко,hryhoriy.demchenko3@student.org,1958,8,14,BMX-26,29,69,38(063)13-12-340
Артем,Руденко,artem.rudenko10@student.org,2005,12,28,KIQ-96,29,69,38(098)15-74-552
Євгенія,Гайдук,yevheniya.hayduk12@student.org,1983,9,15,CXV-73,29,69,38(066)26-98-336
Василь,Коваленко,vasyl.kovalenko22@student.org,1974,2,3,VUN-49,29,69,38(097)92-63-462
Олеся,Новік,olesya.novik20@student.org,1976,12,26,OVL-88,29,69,38(050)47-46-567
Марія,Дорошенко,mariya.doroshenko16@student.org,1977,12,3,ETM-58,29,69,38(097)88-94-234
Валентина,Ковальчук,valentyna.kovalchuk21@student.org,1952,7,4,KQQ-43,29,68,38(050)76-22-712
Ярослав,Дорошенко,yaroslav.doroshenko28@student.org,1978,2,11,OAL-14,29,69,38(063)90-12-625
Олеся,Коваль,olesya.koval17@student.org,1979,10,14,NPR-56,29,69,38(096)97-90-364
Лілія,Цимбал,liliya.tsymbal26@student.org,1960,9,13,SNF-32,29,68,38(098)58-52-916
Олеся,Новік,olesya.novik40@student.org,1960,10,30,FHA-37,29,69,38(067)43-53-335
Андрій,Бойко,andriy.boyko39@student.org,1990,9,2,PIW-89,29,69,38(098)18-76-537
Станіслав,Поліщук,stanislav.polishchuk39@student.org,1959,8,3,BOO-93,29,69,38(098)22-50-549
Дмитро,Поліщук,dmytro.polishchuk4@student.org,2006,6,7,CSZ-46,29,70,38(098)87-47-835
Михайло,Омельченко,mykhaylo.omelchenko4@student.org,2004,5,16,XDN-81,29,70,38(066)46-67-737
Валентина,Гриценко,valentyna.hrytsenko22@student.org,1979,7,14,KQD-27,29,69,38(097)86-27-685
Вікторія,Білоус,viktoriya.bilous17@student.org,1984,5,31,LHC-63,29,69,38(066)46-84-463
Михайло,Іваненко,mykhaylo.ivanenko19@student.org,1982,11,4,GQB-11,29,70,38(068)37-42-524
Василь,Скрипка,vasyl.skrypka1@student.org,1972,6,21,WYF-89,29,70,38(093)70-18-352
Денис,Гриценко,denys.hrytsenko1@student.org,1967,4,24,NRK-76,29,71,38(096)13-74-112
Надія,Лисенко,nadiya.lysenko1@student.org,1998,1,3,EDO-48,29,71,38(099)43-46-465
Вікторія,Іваненко,viktoriya.ivanenko4@student.org,1967,5,6,RKU-38,29,70,38(063)94-86-615
Максим,Шевченко,maksym.shevchenko10@student.org,1965,5,13,EFW-48,29,71,38(066)96-72-425
Остап,Руденко,ostap.rudenko16@student.org,1993,8,30,HHI-15,29,71,38(096)63-45-266
Ганна,Коваль,hanna.koval2@student.org,2008,11,10,KRI-27,29,70,38(067)91-37-376
Віктор,Лисенко,viktor.lysenko15@student.org,1995,1,14,MSS-44,29,71,38(068)77-61-650
Лариса,Лисенко,larysa.lysenko27@student.org,1971,4,5,ZJY-82,29,71,38(097)62-96-691
Алла,Михайленко,alla.mykhaylenko19@student.org,1985,5,26,IYJ-53,29,70,38(097)57-17-867
Костянтин,Авраменко,kostyantyn.avramenko34@student.org,1994,12,22,YGT-43,29,70,38(093)36-93-309
Надія,Кравченко,nadiya.kravchenko44@student.org,1966,9,9,WOQ-97,29,70,38(096)21-42-791
Богдан,Коваль,bohdan.koval2@student.org,1951,11,11,IQT-57,29,71,38(095)26-23-233
Валентина,Шаповал,valentyna.shapoval10@student.org,1956,10,1,HIV-32,29,72,38(098)54-67-665
Денис,Шевчук,denys.shevchuk7@student.org,1968,1,27,VXV-83,29,71,38(096)12-66-716
Михайло,Гладко,mykhaylo.hladko10@student.org,1999,8,4,HYV-78,29,72,38(050)87-86-954
Галина,Гриценко,halyna.hrytsenko20@student.org,2000,10,8,YSH-71,29,71,38(068)39-13-319
Дмитро,Демченко,dmytro.demchenko19@student.org,1984,7,3,MGZ-69,29,71,38(096)13-20-651
Лілія,Захарченко,liliya.zakharchenko29@student.org,1973,1,30,XCJ-59,29,72,38(063)91-68-735
Григорій,Дорошенко,hryhoriy.doroshenko31@student.org,1974,1,4,KFJ-57,29,71,38(050)41-48-418
Петро,Коваленко,petro.kovalenko37@student.org,1952,10,11,QJC-98,29,72,38(095)90-76-945
Дмитро,Костенко,dmytro.kostenko5@student.org,2004,9,6,APF-58,29,73,38(093)47-82-719
Тарас,Макаренко,taras.makarenko14@student.org,1953,3,3,OLU-72,29,73,38(095)81-64-653
Остап,Рибак,ostap.rybak7@student.org,1960,4,30,MCY-17,29,73,38(050)92-33-408
Сергій,Рибак,serhiy.rybak11@student.org,1982,6,25,WMR-86,29,73,38(096)14-31-115
Вікторія,Король,viktoriya.korol16@student.org,1998,7,31,MKP-50,29,72,38(066)53-57-673
Вікторія,Козлов,viktoriya.kozlov10@student.org,1993,8,24,RLZ-14,29,72,38(063)47-41-539
Остап,Литвин,ostap.lytvyn35@student.org,1970,5,31,QXW-81,29,72,38(098)64-71-550
Іван,Король,ivan.korol34@student.org,1989,10,7,WCC-70,29,73,38(099)67-96-267
Раїса,Рибак,rayisa.rybak47@student.org,1968,4,30,OUX-72,29,72,38(073)58-18-123
Дмитро,Гладко,dmytro.hladko45@student.org,2001,9,26,RGX-34,29,72,38(097)72-45-152
Станіслав,Мельник,stanislav.melnyk3@student.org,1980,5,28,TAY-43,29,74,38(099)89-12-240
Раїса,Захарченко,rayisa.zakharchenko9@student.org,1980,5,23,AXD-96,29,74,38(066)24-71-998
Ірина,Ковальчук,iryna.kovalchuk20@student.org,1984,9,11,KGY-95,29,73,38(068)20-52-895
Федір,Гриценко,fedir.hrytsenko26@student.org,1967,5,9,YBG-25,29,73,38(093)90-86-589
Олександр,Цимбал,oleksandr.tsymbal26@student.org,1998,12,4,ORS-66,29,73,38(068)95-53-847
Олександр,Макаренко,oleksandr.makarenko25@student.org,1974,12,25,PBP-16,29,73,38(096)26-73-847
Дмитро,Макаренко,dmytro.makarenko34@student.org,1969,4,30,HEG-88,29,73,38(073)64-33-688
